"Date","Price","Open","High","Low","Vol.","Change %"
"07/01/2010","521.25","546.05","548.25","516.25","","-4.54%"
"06/01/2010","546.05","530.25","549.95","527.55","","2.98%"
"05/01/2010","530.25","518.95","553.55","516.75","","2.18%"
"04/01/2010","518.95","524.75","529.05","512.55","","-1.11%"
"03/01/2010","524.75","524.75","536.55","506.95","","0.00%"
"02/01/2010","524.75","523.75","550.55","521.75","","0.12%"
"01/01/2010","524.10","504.40","536.00","487.80","","3.28%"
"12/01/2009","507.45","496.05","509.75","492.65","","1.99%"
"11/01/2009","497.55","530.25","532.40","486.05","","-6.29%"
"10/01/2009","530.95","549.25","560.25","529.75","","-3.42%"
"09/01/2009","549.75","553.75","560.35","538.25","","-0.72%"
"08/01/2009","553.75","541.05","560.45","536.05","","2.35%"
"07/01/2009","541.05","533.75","554.15","529.05","","1.46%"
"06/01/2009","533.25","564.75","569.55","525.75","","-5.09%"
"05/01/2009","561.85","584.25","584.55","556.75","","-3.42%"
"04/01/2009","581.75","582.30","605.75","573.25","","-0.19%"
"03/01/2009","582.85","596.75","619.75","570.25","","-2.34%"
"02/01/2009","596.80","617.00","628.25","574.25","","-3.27%"
"01/01/2009","617.00","637.25","649.75","606.55","","-3.29%"
"12/01/2008","638.00","662.80","681.00","624.10","","-3.49%"
"11/01/2008","661.05","668.75","683.75","624.25","","-1.37%"
"10/01/2008","670.25","554.35","683.45","551.05","","21.35%"
"09/01/2008","552.35","512.70","558.95","512.70","","7.72%"
"08/01/2008","512.75","504.25","524.85","503.25","","1.69%"
"07/01/2008","504.25","524.40","535.45","485.50","","-3.89%"
"06/01/2008","524.65","480.20","529.25","477.20","","9.20%"
"05/01/2008","480.45","461.90","481.95","461.85","","3.96%"
"04/01/2008","462.15","436.85","465.35","433.10","","5.74%"
"03/01/2008","437.08","454.40","458.02","429.10","","-3.86%"
"02/01/2008","454.65","464.10","477.55","451.32","","-2.09%"
"01/01/2008","464.35","497.70","499.05","461.30","","-6.75%"
"12/01/2007","497.95","505.70","507.95","494.40","","-1.58%"
"11/01/2007","505.95","492.50","517.25","492.50","","2.68%"
"10/01/2007","492.75","510.75","511.25","491.70","","-3.57%"
"09/01/2007","510.98","523.60","524.70","508.50","","-2.44%"
"08/01/2007","523.75","521.30","529.65","517.10","","0.42%"
"07/01/2007","521.55","527.30","527.65","511.60","","-1.14%"
"06/01/2007","527.55","525.50","531.05","522.70","","0.37%"
"05/01/2007","525.60","525.35","528.10","516.00","","0.01%"
"04/01/2007","525.55","539.50","540.25","525.00","","-2.61%"
"03/01/2007","539.65","539.10","543.55","534.00","","0.06%"
"02/01/2007","539.35","544.65","549.75","533.20","","-1.01%"
"01/01/2007","544.83","531.00","546.78","531.00","","2.34%"
"12/01/2006","532.35","525.90","535.85","523.50","","1.18%"
"11/01/2006","526.15","525.50","531.25","522.40","","0.08%"
"10/01/2006","525.75","534.70","538.95","521.90","","-1.75%"
"09/01/2006","535.10","540.50","542.40","534.70","","-1.09%"
"08/01/2006","541.00","540.60","546.70","529.20","","0.05%"
"07/01/2006","540.75","539.00","546.85","535.50","","0.28%"
"06/01/2006","539.25","533.10","551.55","527.30","","1.13%"
"05/01/2006","533.20","514.50","534.00","511.45","","3.58%"
"04/01/2006","514.75","527.01","527.40","508.80","","-2.36%"
"03/01/2006","527.20","515.70","537.39","515.25","","1.92%"
"02/01/2006","517.25","526.25","533.85","515.00","","-1.75%"
"01/01/2006","526.48","516.00","538.02","510.50","","2.37%"
"12/01/2005","514.30","517.00","519.75","508.00","","-0.47%"
"11/01/2005","516.75","544.00","547.70","514.65","","-5.01%"
"10/01/2005","544.00","529.50","548.65","523.00","","2.69%"
"09/01/2005","529.75","542.50","543.35","528.05","","-2.40%"
"08/01/2005","542.75","562.00","563.25","530.50","","-3.43%"
"07/01/2005","562.00","577.60","587.30","560.00","","-2.74%"
"06/01/2005","577.85","581.50","594.85","576.60","","-0.88%"
"05/01/2005","583.00","582.25","584.70","568.70","","0.11%"
"04/01/2005","582.38","585.75","590.12","570.50","","-0.62%"
"03/01/2005","586.00","573.90","594.25","573.90","","1.96%"
"02/01/2005","574.75","582.00","586.25","561.00","","-1.42%"
"01/01/2005","583.00","555.50","590.05","555.50","","4.90%"
"12/01/2004","555.75","588.70","595.20","555.50","","-5.62%"
"11/01/2004","588.85","611.25","611.90","585.70","","-3.70%"
"10/01/2004","611.50","610.10","619.25","593.50","","0.16%"
"09/01/2004","610.50","627.00","628.90","604.40","","-2.51%"
"08/01/2004","626.25","643.00","646.25","623.50","","-2.62%"
"07/01/2004","643.12","633.00","647.08","620.25","","1.43%"
"06/01/2004","634.05","640.00","652.65","632.30","","-1.01%"
"05/01/2004","640.50","622.85","650.00","619.20","","2.80%"
"04/01/2004","623.08","612.50","628.72","593.30","","1.98%"
"03/01/2004","611.00","589.50","626.70","584.50","","3.60%"
"02/01/2004","589.75","583.00","605.25","568.80","","0.98%"
"01/01/2004","584.05","592.85","602.55","556.00","","-1.53%"
"12/01/2003","593.12","618.50","621.27","590.00","","-4.57%"
"11/01/2003","621.55","626.80","635.25","614.00","","-0.79%"
"10/01/2003","626.50","660.80","663.55","625.20","","-5.23%"
"09/01/2003","661.05","697.00","697.95","653.20","","-5.19%"
"08/01/2003","697.25","707.50","714.95","696.00","","-1.48%"
"07/01/2003","707.75","699.00","708.15","694.40","","1.22%"
"06/01/2003","699.25","711.20","719.45","695.00","","-1.71%"
"05/01/2003","711.45","702.00","716.45","692.90","","1.31%"
"04/01/2003","702.25","733.00","733.55","702.00","","-4.26%"
"03/01/2003","733.50","749.00","759.80","723.00","","-2.09%"
"02/01/2003","749.15","731.00","757.45","731.00","","1.89%"
"01/01/2003","735.25","720.00","741.25","707.40","","2.08%"
"12/01/2002","720.25","702.20","722.25","691.00","","2.34%"
"11/01/2002","703.75","726.50","727.25","695.40","","-3.16%"
"10/01/2002","726.75","749.00","761.95","726.00","","-3.00%"
"09/01/2002","749.25","709.00","752.55","707.80","","5.64%"
"08/01/2002","709.25","706.70","717.75","690.50","","0.29%"
"07/01/2002","707.20","686.00","707.80","685.00","","3.07%"
"06/01/2002","686.15","655.40","706.45","655.40","","4.67%"
"05/01/2002","655.55","646.70","661.85","646.70","","1.34%"
"04/01/2002","646.85","656.00","665.15","638.80","","-1.46%"
"03/01/2002","656.45","672.00","673.25","653.20","","-2.34%"
"02/01/2002","672.15","678.50","690.75","669.50","","-0.96%"
"01/01/2002","678.65","661.00","686.65","645.00","","2.65%"
"12/01/2001","661.15","683.50","685.25","651.00","","-3.64%"
"11/01/2001","686.15","713.50","718.15","667.85","","-3.85%"
"10/01/2001","713.65","692.95","719.45","692.95","","2.96%"
"09/01/2001","693.15","664.45","699.85","662.50","","4.27%"
"08/01/2001","664.75","670.10","693.75","653.50","","-0.82%"
"07/01/2001","670.25","631.60","674.35","630.00","","6.09%"
"06/01/2001","631.75","610.80","632.85","605.80","","3.40%"
"05/01/2001","610.95","600.70","612.00","599.40","","1.68%"
"04/01/2001","600.85","595.40","606.85","593.80","","0.89%"
"03/01/2001","595.55","574.14","596.95","571.80","","3.71%"
"02/01/2001","574.22","561.10","574.42","555.90","","2.29%"
"01/01/2001","561.35","573.15","576.95","560.60","","-2.16%"
"12/01/2000","573.75","578.60","578.75","569.85","","-0.76%"
"11/01/2000","578.15","570.20","581.05","569.00","","1.37%"
"10/01/2000","570.35","563.30","578.75","557.35","","1.17%"
"09/01/2000","563.75","561.90","572.15","559.25","","0.30%"
"08/01/2000","562.05","554.70","565.25","541.60","","1.17%"
"07/01/2000","555.55","538.10","558.45","531.40","","2.93%"
"06/01/2000","539.75","523.30","540.05","519.10","","2.96%"
"05/01/2000","524.25","514.85","526.70","513.30","","1.75%"
"04/01/2000","515.25","503.30","516.85","502.20","","2.38%"
"03/01/2000","503.25","502.00","508.95","500.10","","0.15%"
"02/01/2000","502.50","517.50","519.55","500.20","","-2.98%"
"01/01/2000","517.95","527.80","531.65","509.50","","-2.23%"
