Country,Quarter,Liabilities
SE,2011-Q2,534369.241
US,2011-Q2,7315613.727
AT,2011-Q3,556798.808
AU,2011-Q3,1499974.112
BE,2011-Q3,1453205.417
BR,2011-Q3,296973.696
CA,2011-Q3,580970.01
CH,2011-Q3,1859459.278
CL,2011-Q3,63979.698
DE,2011-Q3,3440041.512
DK,2011-Q3,419690.795
ES,2011-Q3,677190.425
FI,2011-Q3,1155623.69
FR,2011-Q3,4329523.02
GB,2011-Q3,11035208.407
HK,2011-Q3,755845.711
IE,2011-Q3,1039482.37
IT,2011-Q3,857785.157
JP,2011-Q3,2459874.8789999997
NL,2011-Q3,2641934.624
SE,2011-Q3,650118.429
US,2011-Q3,7851073.925
AT,2011-Q4,525435.012
AU,2011-Q4,1239266.779
BE,2011-Q4,1035384.261
BR,2011-Q4,273749.53599999996
CA,2011-Q4,658226.0279999999
CH,2011-Q4,1637936.398
CL,2011-Q4,37237.899
DE,2011-Q4,2478990.598
DK,2011-Q4,387560.293
ES,2011-Q4,569603.282
FI,2011-Q4,1044008.7
FR,2011-Q4,3945445.733
GB,2011-Q4,9824625.93
HK,2011-Q4,662975.298
IE,2011-Q4,895037.867
IT,2011-Q4,676049.424
JP,2011-Q4,2477392.368
NL,2011-Q4,1868825.406
SE,2011-Q4,632946.581
US,2011-Q4,7900567.56
AT,2012-Q1,537146.6
AU,2012-Q1,1402327.477
BE,2012-Q1,1012808.979
BR,2012-Q1,283940.158
CA,2012-Q1,533687.922
CH,2012-Q1,1586976.916
CL,2012-Q1,39077.458
DE,2012-Q1,4179432.788
DK,2012-Q1,488553.347
ES,2012-Q1,524536.286
FI,2012-Q1,1104567.711
FR,2012-Q1,4335964.348
GB,2012-Q1,10356780.496
HK,2012-Q1,742458.9299999999
IE,2012-Q1,841590.51
IT,2012-Q1,647735.4689999999
JP,2012-Q1,2513284.5530000003
NL,2012-Q1,2216958.87
SE,2012-Q1,664605.517
US,2012-Q1,7085878.933
AT,2012-Q2,528337.355
AU,2012-Q2,1454631.204
BE,2012-Q2,1089980.7589999998
BR,2012-Q2,287772.033
CA,2012-Q2,547310.6039999999
CH,2012-Q2,1670066.147
CL,2012-Q2,63002.573
DE,2012-Q2,4044749.92
DK,2012-Q2,490243.237
ES,2012-Q2,906628.996
FI,2012-Q2,1059280.832
FR,2012-Q2,3998600.504
GB,2012-Q2,9082970.192
HK,2012-Q2,717793.569
IE,2012-Q2,839169.563
IT,2012-Q2,775941.077
JP,2012-Q2,2622753.639
NL,2012-Q2,2086346.455
SE,2012-Q2,695996.536
US,2012-Q2,5883635.403
AT,2012-Q3,535637.5819999999
AU,2012-Q3,1425974.8760000002
BE,2012-Q3,1099377.5450000002
BR,2012-Q3,294177.07899999997
CA,2012-Q3,650706.56
CH,2012-Q3,1725158.994
CL,2012-Q3,72134.092
DE,2012-Q3,3570436.171
DK,2012-Q3,430619.89700000006
ES,2012-Q3,832583.892
FI,2012-Q3,1110864.284
FR,2012-Q3,4164616.227
GB,2012-Q3,9644848.686
HK,2012-Q3,663965.199
IE,2012-Q3,809152.407
IT,2012-Q3,683926.831
JP,2012-Q3,2720021.965
NL,2012-Q3,2057947.058
SE,2012-Q3,682624.375
US,2012-Q3,6826503.773
AT,2012-Q4,492584.057
AU,2012-Q4,1465437.489
BE,2012-Q4,949291.616
BR,2012-Q4,263329.091
CA,2012-Q4,704836.863
CH,2012-Q4,1493907.68
CL,2012-Q4,63063.326
DE,2012-Q4,3008260.909
DK,2012-Q4,419883.521
ES,2012-Q4,815562.238
FI,2012-Q4,809942.5020000001
FR,2012-Q4,4575664.658
GB,2012-Q4,9461360.353
HK,2012-Q4,759569.524
IE,2012-Q4,1023902.288
IT,2012-Q4,703430.832
JP,2012-Q4,2888818.839
NL,2012-Q4,2164414.437
SE,2012-Q4,504688.416
US,2012-Q4,6428135.858
AT,2013-Q1,487526.646
AU,2013-Q1,1508972.19
BE,2013-Q1,1132774.616
BR,2013-Q1,292516.359
CA,2013-Q1,577552.007
CH,2013-Q1,1663339.035
CL,2013-Q1,57412.691
DE,2013-Q1,3220468.5179999997
DK,2013-Q1,440574.721
ES,2013-Q1,1032630.853
FI,2013-Q1,759292.358
FR,2013-Q1,4403415.796
GB,2013-Q1,9097932.789
HK,2013-Q1,723841.38
IE,2013-Q1,823833.59
IT,2013-Q1,635310.846
JP,2013-Q1,2405159.535
NL,2013-Q1,1927530.541
SE,2013-Q1,605955.86
US,2013-Q1,7033334.58
AT,2013-Q2,491303.482
AU,2013-Q2,1507105.415
BE,2013-Q2,916150.691
BR,2013-Q2,303304.783
CA,2013-Q2,679229.283
CH,2013-Q2,1522102.6
CL,2013-Q2,57945.702
DE,2013-Q2,3187425.3260000004
DK,2013-Q2,406328.64
ES,2013-Q2,919399.48
FI,2013-Q2,720594.6599999999
FR,2013-Q2,4383315.854
GB,2013-Q2,8814437.162999999
HK,2013-Q2,757673.7019999999
IE,2013-Q2,838794.639
IT,2013-Q2,672852.862
JP,2013-Q2,2293452.742
NL,2013-Q2,1821147.056
SE,2013-Q2,487522.746
US,2013-Q2,7539892.137
AT,2013-Q3,479019.385
AU,2013-Q3,1228148.134
BE,2013-Q3,1173018.989
BR,2013-Q3,252576.398
CA,2013-Q3,630207.983
CH,2013-Q3,1850339.817
CL,2013-Q3,67715.617
DE,2013-Q3,3047194.253
DK,2013-Q3,420393.911
ES,2013-Q3,736247.959
FI,2013-Q3,814150.233
FR,2013-Q3,4630655.828
GB,2013-Q3,8453472.236
HK,2013-Q3,828537.049
IE,2013-Q3,792616.0210000001
IT,2013-Q3,647563.4469999999
JP,2013-Q3,2850744.962
NL,2013-Q3,1844666.146
SE,2013-Q3,575426.264
US,2013-Q3,6903334.526
AT,2013-Q4,457356.631
AU,2013-Q4,1386588.4630000002
BE,2013-Q4,968397.473
BR,2013-Q4,238681.877
CA,2013-Q4,726203.149
CH,2013-Q4,1811373.423
CL,2013-Q4,72018.669
DE,2013-Q4,2700550.171
DK,2013-Q4,726263.4450000001
ES,2013-Q4,811077.224
FI,2013-Q4,843592.567
FR,2013-Q4,4905342.647
GB,2013-Q4,8744358.246
HK,2013-Q4,891327.3670000001
IE,2013-Q4,939493.286
IT,2013-Q4,582026.522
JP,2013-Q4,2597311.051
NL,2013-Q4,1699941.342
SE,2013-Q4,470827.6
US,2013-Q4,7432026.391
AT,2014-Q1,509868.019
AU,2014-Q1,1459518.008
BE,2014-Q1,1069387.828
BR,2014-Q1,307223.858
CA,2014-Q1,720655.537
CH,2014-Q1,1688505.512
CL,2014-Q1,62966.706000000006
DE,2014-Q1,3137424.773
DK,2014-Q1,566241.41
ES,2014-Q1,864233.496
FI,2014-Q1,875262.716
FR,2014-Q1,5097396.692
GB,2014-Q1,10592324.112
HK,2014-Q1,955436.936
IE,2014-Q1,918202.054
IT,2014-Q1,613092.609
JP,2014-Q1,2659275.1720000003
NL,2014-Q1,2137974.41
SE,2014-Q1,624316.832
US,2014-Q1,7633268.011
AT,2014-Q2,471816.482
AU,2014-Q2,1514897.905
BE,2014-Q2,1196899.818
BR,2014-Q2,293258.875
CA,2014-Q2,722238.104
CH,2014-Q2,1647594.418
CL,2014-Q2,64769.182
DE,2014-Q2,3062689.856
DK,2014-Q2,530996.448
ES,2014-Q2,839421.492
FI,2014-Q2,947467.589
FR,2014-Q2,5019027.643
GB,2014-Q2,9930854.932
HK,2014-Q2,955006.691
IE,2014-Q2,932567.119
IT,2014-Q2,655518.22
JP,2014-Q2,2686498.373
NL,2014-Q2,1999530.931
SE,2014-Q2,582103.956
US,2014-Q2,7816078.669000001
AT,2014-Q3,422659.758
AU,2014-Q3,1436830.286
BE,2014-Q3,1121513.0769999998
BR,2014-Q3,319541.267
CA,2014-Q3,673488.414
CH,2014-Q3,1684115.12
CL,2014-Q3,61601.194
DE,2014-Q3,3033047.885
DK,2014-Q3,547910.588
ES,2014-Q3,849256.773
FI,2014-Q3,919316.183
FR,2014-Q3,4867101.929
GB,2014-Q3,9551102.508
HK,2014-Q3,910730.143
IE,2014-Q3,801748.9249999999
IT,2014-Q3,589287.98
JP,2014-Q3,2670294.749
NL,2014-Q3,1954460.322
SE,2014-Q3,560565.976
US,2014-Q3,7726190.936
AT,2014-Q4,361202.057
AU,2014-Q4,1679842.738
BE,2014-Q4,1201657.998
BR,2014-Q4,343505.152
CA,2014-Q4,991183.394
CH,2014-Q4,1607998.992
CL,2014-Q4,72380.332
DE,2014-Q4,2654126.784
DK,2014-Q4,502110.299
ES,2014-Q4,764528.205
FI,2014-Q4,839218.901
FR,2014-Q4,4544436.334
GB,2014-Q4,9091076.862
HK,2014-Q4,2150101.355
IE,2014-Q4,720293.659
IT,2014-Q4,1100970.998
JP,2014-Q4,2196190.274
NL,2014-Q4,2048657.871
SE,2014-Q4,531255.258
US,2014-Q4,7052356.4399999995
AT,2015-Q1,348975.889
AU,2015-Q1,1903582.596
BE,2015-Q1,1227534.419
BR,2015-Q1,333009.29099999997
CA,2015-Q1,820690.5700000001
CH,2015-Q1,1876363.433
CL,2015-Q1,62524.41
DE,2015-Q1,3055133.2120000003
DK,2015-Q1,563241.176
ES,2015-Q1,700720.248
FI,2015-Q1,951442.085
FR,2015-Q1,4586382.363
GB,2015-Q1,8937310.79
HK,2015-Q1,2103481.404
IE,2015-Q1,612984.966
IT,2015-Q1,1062765.938
JP,2015-Q1,2447268.1199999996
NL,2015-Q1,1910867.931
SE,2015-Q1,672415.713
US,2015-Q1,7308296.725000001
AT,2015-Q2,355713.386
AU,2015-Q2,1517757.217
BE,2015-Q2,909696.394
BR,2015-Q2,294389.859
CA,2015-Q2,698206.917
CH,2015-Q2,1653264.529
CL,2015-Q2,63448.279
DE,2015-Q2,2627989.765
DK,2015-Q2,301697.054
ES,2015-Q2,676122.4689999999
FI,2015-Q2,727065.39
FR,2015-Q2,4317731.311
GB,2015-Q2,8380084.629
HK,2015-Q2,2086573.782
IE,2015-Q2,636088.943
IT,2015-Q2,907946.822
JP,2015-Q2,2309698.739
NL,2015-Q2,1621910.435
SE,2015-Q2,460886.571
US,2015-Q2,6716339.942
AT,2015-Q3,335913.65400000004
AU,2015-Q3,2188534.8279999997
BE,2015-Q3,1087612.266
BR,2015-Q3,297219.287
CA,2015-Q3,816496.299
CH,2015-Q3,1638301.5310000002
CL,2015-Q3,71300.145
DE,2015-Q3,2719821.482
DK,2015-Q3,531721.719
ES,2015-Q3,773477.079
FI,2015-Q3,793917.8269999999
FR,2015-Q3,4334796.664
GB,2015-Q3,8449024.703
HK,2015-Q3,2007416.83
IE,2015-Q3,483658.334
IT,2015-Q3,930463.622
JP,2015-Q3,2478615.5799999996
NL,2015-Q3,1797533.767
SE,2015-Q3,531038.457
US,2015-Q3,7026407.591999999
AT,2015-Q4,328107.567
AU,2015-Q4,1547484.62
BE,2015-Q4,889429.5580000001
BR,2015-Q4,286259.233
CA,2015-Q4,862070.382
CH,2015-Q4,1965842.174
CL,2015-Q4,110129.016
DE,2015-Q4,2184294.853
DK,2015-Q4,334498.32300000003
ES,2015-Q4,615693.5939999999
FI,2015-Q4,591063.611
FR,2015-Q4,4030393.918
GB,2015-Q4,8206223.528
HK,2015-Q4,2003901.293
IE,2015-Q4,541643.5279999999
IT,2015-Q4,1130879.824
JP,2015-Q4,2432412.587
NL,2015-Q4,1717490.618
SE,2015-Q4,366029.606
US,2015-Q4,6355735.237
AT,2016-Q1,405005.073
AU,2016-Q1,1619749.691
BE,2016-Q1,1246131.752
BR,2016-Q1,270322.24199999997
CA,2016-Q1,788590.5430000001
CH,2016-Q1,1656511.779
CL,2016-Q1,705187.9450000001
DE,2016-Q1,2706569.799
DK,2016-Q1,593837.009
ES,2016-Q1,757464.0800000001
FI,2016-Q1,901747.787
FR,2016-Q1,4651233.053
GB,2016-Q1,8228113.443
HK,2016-Q1,2017363.114
IE,2016-Q1,578792.564
IT,2016-Q1,1098361.925
JP,2016-Q1,2850212.1089999997
NL,2016-Q1,2130240.145
SE,2016-Q1,570695.6900000001
US,2016-Q1,6689992.328
AT,2016-Q2,390801.357
AU,2016-Q2,1849752.651
BE,2016-Q2,1126777.182
BR,2016-Q2,262646.863
CA,2016-Q2,956960.643
CH,2016-Q2,1836798.364
CL,2016-Q2,3926559.351
DE,2016-Q2,2884047.094
DK,2016-Q2,540986.578
ES,2016-Q2,680147.828
FI,2016-Q2,755897.856
FR,2016-Q2,4742911.433
GB,2016-Q2,8678050.758
HK,2016-Q2,2191556.485
IE,2016-Q2,567782.8250000001
IT,2016-Q2,1061692.642
JP,2016-Q2,2804801.996
NL,2016-Q2,2174236.404
SE,2016-Q2,529450.039
US,2016-Q2,7314979.226
AT,2016-Q3,349900.325
AU,2016-Q3,1451979.332
BE,2016-Q3,1011813.779
BR,2016-Q3,297866.776
CA,2016-Q3,929208.909
CH,2016-Q3,1768176.472
CL,2016-Q3,121095.073
DE,2016-Q3,2724297.862
DK,2016-Q3,406084.944
ES,2016-Q3,612897.302
FI,2016-Q3,762822.614
FR,2016-Q3,4902532.038
GB,2016-Q3,8211547.252
HK,2016-Q3,2181087.676
IE,2016-Q3,741844.4160000001
IT,2016-Q3,966817.823
JP,2016-Q3,2664001.995
NL,2016-Q3,1897235.54
SE,2016-Q3,481791.632
US,2016-Q3,6624157.677
AT,2016-Q4,500996.744
AU,2016-Q4,1393403.441
BE,2016-Q4,889016.081
BR,2016-Q4,249780.995
CA,2016-Q4,971561.079
CH,2016-Q4,1782140.983
CL,2016-Q4,73867.231
DE,2016-Q4,2512705.493
DK,2016-Q4,389587.655
ES,2016-Q4,567912.7579999999
FI,2016-Q4,496343.93
FR,2016-Q4,4042651.899
GB,2016-Q4,7804906.055
HK,2016-Q4,2197391.7479999997
IE,2016-Q4,682164.436
IT,2016-Q4,935338.004
JP,2016-Q4,2782209.782
NL,2016-Q4,1462869.352
SE,2016-Q4,394825.906
US,2016-Q4,6470180.924000001
AT,2017-Q1,527916.383
AU,2017-Q1,1313211.1
BE,2017-Q1,950850.712
BR,2017-Q1,267000.38
CA,2017-Q1,912802.22
CH,2017-Q1,1629076.836
CL,2017-Q1,67680.537
DE,2017-Q1,3069662.666
DK,2017-Q1,546243.101
ES,2017-Q1,1090450.602
FI,2017-Q1,341251.384
FR,2017-Q1,4846110.542
GB,2017-Q1,8258465.643
HK,2017-Q1,2242692.3000000003
IE,2017-Q1,639661.675
IT,2017-Q1,905313.738
JP,2017-Q1,2499662.448
NL,2017-Q1,1755528.065
SE,2017-Q1,922714.675
US,2017-Q1,7080922.362
AT,2017-Q2,480862.247
AU,2017-Q2,1438061.796
BE,2017-Q2,1071527.883
BR,2017-Q2,247171.076
CA,2017-Q2,884524.969
CH,2017-Q2,1823902.4
CL,2017-Q2,150700.50400000002
DE,2017-Q2,2929282.754
DK,2017-Q2,428100.067
ES,2017-Q2,838384.5260000001
FI,2017-Q2,415473.313
FR,2017-Q2,4789712.109
GB,2017-Q2,8505253.372
HK,2017-Q2,2310201.902
IE,2017-Q2,728742.2050000001
IT,2017-Q2,972438.647
JP,2017-Q2,2617637.996
NL,2017-Q2,1663318.939
SE,2017-Q2,638727.043
US,2017-Q2,7184679.697
AT,2017-Q3,367965.9989999999
AU,2017-Q3,1386523.785
BE,2017-Q3,826632.6749999999
BR,2017-Q3,286030.937
CA,2017-Q3,908797.285
CH,2017-Q3,1740934.443
CL,2017-Q3,158524.062
DE,2017-Q3,3001310.47
DK,2017-Q3,420036.238
ES,2017-Q3,874247.213
FI,2017-Q3,533026.392
FR,2017-Q3,5179589.616
GB,2017-Q3,8920765.18
HK,2017-Q3,2293569.413
IE,2017-Q3,537745.839
IT,2017-Q3,999806.683
JP,2017-Q3,2775129.034
NL,2017-Q3,1632034.971
SE,2017-Q3,660209.983
US,2017-Q3,7126788.723999999
AT,2017-Q4,317445.662
AU,2017-Q4,1372441.869
BE,2017-Q4,882908.9990000001
BR,2017-Q4,240178.98
CA,2017-Q4,1105850.521
CH,2017-Q4,1701557.447
CL,2017-Q4,310783.875
DE,2017-Q4,2696530.142
DK,2017-Q4,475106.2109999999
ES,2017-Q4,922463.846
FI,2017-Q4,440759.888
FR,2017-Q4,4877124.045
GB,2017-Q4,9313058.831
HK,2017-Q4,2474071.933
IE,2017-Q4,520198.7869999999
IT,2017-Q4,976908.124
JP,2017-Q4,2442455.521
NL,2017-Q4,1538741.184
SE,2017-Q4,556473.3319999999
US,2017-Q4,6789494.987
AT,2018-Q1,475812.469
AU,2018-Q1,1454277.3720000002
BE,2018-Q1,873462.773
BR,2018-Q1,297111.544
CA,2018-Q1,1014974.357
CH,2018-Q1,1825184.715
CL,2018-Q1,158456.124
DE,2018-Q1,3172416.214
DK,2018-Q1,375146.638
ES,2018-Q1,911229.266
FI,2018-Q1,573562.185
FR,2018-Q1,6775882.152
GB,2018-Q1,9507671.477
HK,2018-Q1,2662405.6780000003
IE,2018-Q1,587587.188
IT,2018-Q1,1011210.202
JP,2018-Q1,2715237.263
NL,2018-Q1,1870335.073
SE,2018-Q1,741148.2000000001
US,2018-Q1,7096317.149
AT,2018-Q2,370892.318
AU,2018-Q2,1431282.434
BE,2018-Q2,851852.289
BR,2018-Q2,249934.779
CA,2018-Q2,1051132.013
CH,2018-Q2,1708375.984
CL,2018-Q2,87480.108
DE,2018-Q2,3007518.07
DK,2018-Q2,389634.721
ES,2018-Q2,869468.689
FI,2018-Q2,527392.7220000001
FR,2018-Q2,6163093.487000001
GB,2018-Q2,8561946.984000001
HK,2018-Q2,2614594.823
IE,2018-Q2,577057.013
IT,2018-Q2,1023702.401
JP,2018-Q2,2656757.786
NL,2018-Q2,1604488.402
SE,2018-Q2,721264.109
US,2018-Q2,6649498.16
AT,2018-Q3,378820.193
AU,2018-Q3,1309734.719
BE,2018-Q3,790637.8369999999
BR,2018-Q3,295435.759
CA,2018-Q3,1071906.724
CH,2018-Q3,1627765.61
CL,2018-Q3,82903.595
DE,2018-Q3,2981719.668
DK,2018-Q3,321887.986
ES,2018-Q3,957277.025
FI,2018-Q3,584721.055
FR,2018-Q3,6114214.717999999
GB,2018-Q3,8523048.332
HK,2018-Q3,2441941.215
IE,2018-Q3,612374.45
IT,2018-Q3,1039036.814
JP,2018-Q3,2842583.866
NL,2018-Q3,1566688.9370000002
SE,2018-Q3,567660.801
US,2018-Q3,6367716.836999999
AT,2018-Q4,364652.642
AU,2018-Q4,1495914.557
BE,2018-Q4,616032.855
BR,2018-Q4,318910.08
CA,2018-Q4,1215702.688
CH,2018-Q4,1738565.689
CL,2018-Q4,74771.534
DE,2018-Q4,2447872.215
DK,2018-Q4,368566.082
ES,2018-Q4,915277.99
FI,2018-Q4,980890.356
FR,2018-Q4,5730629.41
GB,2018-Q4,9046421.512
HK,2018-Q4,2616274.978
IE,2018-Q4,819195.571
IT,2018-Q4,1016344.546
JP,2018-Q4,2539141.465
NL,2018-Q4,1309077.292
SE,2018-Q4,598940.098
US,2018-Q4,7054960.838
AT,2019-Q1,434331.02
AU,2019-Q1,1413312.898
BE,2019-Q1,823280.731
BR,2019-Q1,340365.882
CA,2019-Q1,1022942.462
CH,2019-Q1,1715622.985
CL,2019-Q1,69297.454
DE,2019-Q1,3363423.637
DK,2019-Q1,503789.341
ES,2019-Q1,966478.769
FI,2019-Q1,979292.662
FR,2019-Q1,7049827.794
GB,2019-Q1,9124979.396
HK,2019-Q1,2346500.021
IE,2019-Q1,888273.469
IT,2019-Q1,1121130.349
JP,2019-Q1,2932205.511
NL,2019-Q1,1653386.813
SE,2019-Q1,469343.021
US,2019-Q1,6921106.823
AT,2019-Q2,404971.759
AU,2019-Q2,1518140.056
BE,2019-Q2,730651.529
BR,2019-Q2,357097.063
CA,2019-Q2,1259741.584
CH,2019-Q2,1679150.573
CL,2019-Q2,93318.664
DE,2019-Q2,3213504.051
DK,2019-Q2,576365.767
ES,2019-Q2,856618.774
FI,2019-Q2,866975.051
FR,2019-Q2,7163539.957
GB,2019-Q2,9002263.739
HK,2019-Q2,2461084.967
IE,2019-Q2,849721.936
IT,2019-Q2,1083145.128
JP,2019-Q2,2802752.181
NL,2019-Q2,1696803.1800000002
SE,2019-Q2,517740.865
US,2019-Q2,6720419.763
AT,2019-Q3,385532.377
AU,2019-Q3,1736604.661
BE,2019-Q3,838392.791
BR,2019-Q3,323134.286
CA,2019-Q3,1236422.826
CH,2019-Q3,1810410.053
CL,2019-Q3,97657.497
DE,2019-Q3,2980958.7199999997
DK,2019-Q3,542466.096
ES,2019-Q3,849903.133
FI,2019-Q3,908748.658
FR,2019-Q3,6809727.358
GB,2019-Q3,9207589.786
HK,2019-Q3,2488949.067
IE,2019-Q3,801520.699
IT,2019-Q3,1100781.524
JP,2019-Q3,2709754.0080000004
NL,2019-Q3,1776786.325
SE,2019-Q3,592174.0819999999
US,2019-Q3,7008660.032
AT,2019-Q4,409075.403
AU,2019-Q4,1401952.56
BE,2019-Q4,612401.494
BR,2019-Q4,308847.263
CA,2019-Q4,1506475.62
CH,2019-Q4,1857771.128
CL,2019-Q4,97308.852
DE,2019-Q4,2468757.914
DK,2019-Q4,368621.049
ES,2019-Q4,759043.115
FI,2019-Q4,669283.861
FR,2019-Q4,5964461.39
GB,2019-Q4,8833829.497
HK,2019-Q4,2468472.703
IE,2019-Q4,747615.502
IT,2019-Q4,999163.257
JP,2019-Q4,2695204.678
NL,2019-Q4,1329207.895
SE,2019-Q4,438962.207
US,2019-Q4,7040958.361
AT,2020-Q1,476446.931
AU,2020-Q1,1974830.474
BE,2020-Q1,838969.21
BR,2020-Q1,355950.673
CA,2020-Q1,1114612.199
CH,2020-Q1,2037216.695
CL,2020-Q1,122249.938
DE,2020-Q1,3525537.048
DK,2020-Q1,592322.073
ES,2020-Q1,1044729.147
FI,2020-Q1,921820.28
FR,2020-Q1,8042020.53
GB,2020-Q1,10468811.54
HK,2020-Q1,2838773.1040000003
IE,2020-Q1,925770.125
IT,2020-Q1,1075134.323
JP,2020-Q1,3350008.1969999997
NL,2020-Q1,1918860.861
SE,2020-Q1,586144.041
US,2020-Q1,9809683.98
AT,2020-Q2,418587.257
AU,2020-Q2,1649260.5620000002
BE,2020-Q2,671010.168
BR,2020-Q2,234809.613
CA,2020-Q2,1316458.078
CH,2020-Q2,1939788.12
CL,2020-Q2,95061.676
DE,2020-Q2,3254822.869
DK,2020-Q2,558605.349
ES,2020-Q2,838435.171
FI,2020-Q2,770457.841
FR,2020-Q2,6701650.632999999
GB,2020-Q2,8696008.565
HK,2020-Q2,2497941.941
IE,2020-Q2,792903.249
IT,2020-Q2,1022441.515
JP,2020-Q2,2944892.846
NL,2020-Q2,1693245.882
SE,2020-Q2,492533.253
US,2020-Q2,7210159.204
AT,2020-Q3,442797.331
AU,2020-Q3,1487878.027
BE,2020-Q3,748577.359
BR,2020-Q3,305164.484
CA,2020-Q3,1838470.743
CH,2020-Q3,2003507.413
CL,2020-Q3,75325.194
DE,2020-Q3,3355345.988
DK,2020-Q3,578443.235
ES,2020-Q3,805824.0
FI,2020-Q3,874944.525
FR,2020-Q3,11747172.574
GB,2020-Q3,9714169.597
HK,2020-Q3,2678700.5379999997
IE,2020-Q3,801059.641
IT,2020-Q3,1295311.35
JP,2020-Q3,3148235.0549999997
NL,2020-Q3,1779313.403
SE,2020-Q3,530522.8979999999
US,2020-Q3,7502717.037
AT,2020-Q4,441327.339
AU,2020-Q4,1801660.244
BE,2020-Q4,697280.032
BR,2020-Q4,287750.834
CA,2020-Q4,2137734.964
CH,2020-Q4,1959759.516
CL,2020-Q4,82126.656
DE,2020-Q4,3047129.692
DK,2020-Q4,574023.521
ES,2020-Q4,740692.591
FI,2020-Q4,756183.737
FR,2020-Q4,9779547.565
GB,2020-Q4,10554519.514
HK,2020-Q4,2837480.8959999997
IE,2020-Q4,1022952.506
IT,2020-Q4,1307191.969
JP,2020-Q4,2773598.195
NL,2020-Q4,1647798.308
SE,2020-Q4,492887.096
US,2020-Q4,7761972.833
AT,2021-Q1,431071.983
AU,2021-Q1,1316305.776
BE,2021-Q1,789243.442
BR,2021-Q1,266145.029
CA,2021-Q1,1611111.037
CH,2021-Q1,1999023.979
CL,2021-Q1,74677.3
DE,2021-Q1,4362505.856
DK,2021-Q1,517946.819
ES,2021-Q1,786898.99
FI,2021-Q1,927396.762
FR,2021-Q1,9987743.948
GB,2021-Q1,10412449.918
HK,2021-Q1,2637157.046
IE,2021-Q1,939017.432
IT,2021-Q1,980939.655
JP,2021-Q1,2982752.856
NL,2021-Q1,2023495.695
SE,2021-Q1,586859.763
US,2021-Q1,8244103.107
AT,2021-Q2,409305.917
AU,2021-Q2,1383708.331
BE,2021-Q2,869888.755
BR,2021-Q2,263483.292
CA,2021-Q2,1769669.302
CH,2021-Q2,1938700.316
CL,2021-Q2,84903.56300000001
DE,2021-Q2,3905845.95
DK,2021-Q2,503439.055
ES,2021-Q2,734196.188
FI,2021-Q2,894005.749
FR,2021-Q2,9655773.285
GB,2021-Q2,9978846.661
HK,2021-Q2,2827445.532
IE,2021-Q2,901270.677
IT,2021-Q2,1103625.484
JP,2021-Q2,2784463.138
NL,2021-Q2,1732977.108
SE,2021-Q2,557932.688
US,2021-Q2,8497381.836
AT,2021-Q3,443280.167
AU,2021-Q3,1358819.825
BE,2021-Q3,683281.244
BR,2021-Q3,288764.495
CA,2021-Q3,1711019.514
CH,2021-Q3,1948447.085
CL,2021-Q3,130462.558
DE,2021-Q3,3783165.921
DK,2021-Q3,458635.12
ES,2021-Q3,833026.564
FI,2021-Q3,920625.26
FR,2021-Q3,9768401.442
GB,2021-Q3,10107686.062
HK,2021-Q3,2865727.88
IE,2021-Q3,910326.385
IT,2021-Q3,1192516.07
JP,2021-Q3,2875597.027
NL,2021-Q3,1948184.767
SE,2021-Q3,543763.881
US,2021-Q3,8703070.34
AT,2021-Q4,368267.668
AU,2021-Q4,1561727.93
BE,2021-Q4,642519.511
BR,2021-Q4,268866.113
CA,2021-Q4,2161004.305
CH,2021-Q4,2032038.461
CL,2021-Q4,103510.48
DE,2021-Q4,5294258.936
DK,2021-Q4,454396.503
ES,2021-Q4,708850.399
FI,2021-Q4,537111.578
FR,2021-Q4,8964921.69
GB,2021-Q4,10627306.605
HK,2021-Q4,2716629.562
IE,2021-Q4,687126.361
IT,2021-Q4,1106847.751
JP,2021-Q4,2713821.7849999997
NL,2021-Q4,1564971.724
SE,2021-Q4,425726.893
US,2021-Q4,8651367.725
AT,2022-Q1,449539.916
AU,2022-Q1,1767436.188
BE,2022-Q1,914674.826
BR,2022-Q1,332381.503
CA,2022-Q1,1803904.235
CH,2022-Q1,2168663.401
CL,2022-Q1,167699.839
DE,2022-Q1,6990484.301
DK,2022-Q1,536410.207
ES,2022-Q1,898740.914
FI,2022-Q1,1019178.883
FR,2022-Q1,10414043.096
GB,2022-Q1,10937477.825
HK,2022-Q1,2835856.655
IE,2022-Q1,995649.392
IT,2022-Q1,1252145.184
JP,2022-Q1,3043632.282
NL,2022-Q1,2136339.803
SE,2022-Q1,813913.8929999999
US,2022-Q1,9614720.695
AT,2022-Q2,452952.596
AU,2022-Q2,1734665.224
BE,2022-Q2,965968.199
BR,2022-Q2,318585.957
CA,2022-Q2,2048101.78
CH,2022-Q2,1982462.917
CL,2022-Q2,145094.565
DE,2022-Q2,6413035.865
DK,2022-Q2,610813.513
ES,2022-Q2,985314.049
FI,2022-Q2,837029.851
FR,2022-Q2,9289075.712
GB,2022-Q2,10388617.775
HK,2022-Q2,2831308.9499999997
IE,2022-Q2,821058.899
IT,2022-Q2,1172368.147
JP,2022-Q2,2982770.838
NL,2022-Q2,2202539.157
SE,2022-Q2,909646.673
US,2022-Q2,8879176.014
AT,2022-Q3,484119.096
AU,2022-Q3,1860033.411
BE,2022-Q3,938171.584
BR,2022-Q3,291099.432
