"Date","Price","Open","High","Low","Change %"
"09/01/2012","5.350","5.290","5.370","5.240","1.33%"
"08/01/2012","5.280","5.160","5.340","5.160","1.54%"
"07/01/2012","5.200","5.260","5.260","5.060","-0.38%"
"06/01/2012","5.220","5.180","5.280","5.040","1.75%"
"05/01/2012","5.130","5.660","5.770","5.130","-8.88%"
"04/01/2012","5.630","5.770","5.860","5.630","-2.93%"
"03/01/2012","5.800","5.493","5.823","5.411","5.97%"
"02/01/2012","5.473","4.898","5.473","4.898","11.72%"
"01/01/2012","4.899","5.603","5.636","4.899","-12.50%"
"12/01/2011","5.599","5.658","5.695","5.573","0.57%"
"11/01/2011","5.567","5.175","5.767","5.175","6.75%"
"10/01/2011","5.215","4.980","5.513","4.790","2.09%"
"09/01/2011","5.108","5.048","5.183","4.872","0.51%"
"08/01/2011","5.082","6.027","6.027","5.075","-16.04%"
"07/01/2011","6.053","6.188","6.190","6.045","-2.21%"
"06/01/2011","6.190","6.236","6.236","6.173","-0.75%"
"05/01/2011","6.237","6.361","6.361","6.237","-1.96%"
"04/01/2011","6.362","6.430","6.430","6.362","-1.10%"
"03/01/2011","6.433","6.572","6.619","6.348","-2.66%"
"02/01/2011","6.609","6.658","6.658","6.607","-0.75%"
"01/01/2011","6.659","5.794","6.659","5.792","14.81%"
"12/01/2010","5.800","5.712","5.803","5.680","1.56%"
"11/01/2010","5.711","5.851","5.862","5.711","-0.31%"
"10/01/2010","5.729","5.751","5.820","5.729","-0.43%"
"09/01/2010","5.754","5.474","5.756","5.474","5.10%"
"08/01/2010","5.475","5.681","5.891","5.475","-3.64%"
"07/01/2010","5.682","5.741","5.894","5.581","-2.67%"
"06/01/2010","5.838","5.528","5.894","5.523","5.61%"
"05/01/2010","5.528","5.651","5.768","5.481","-2.23%"
"04/01/2010","5.654","5.492","5.718","5.492","2.93%"
"03/01/2010","5.493","5.355","5.503","5.280","2.52%"
"02/01/2010","5.358","5.345","5.454","5.345","0.19%"
"01/01/2010","5.348","5.251","5.457","4.964","1.85%"
"12/01/2009","5.251","5.373","5.373","4.943","-2.11%"
"11/01/2009","5.364","4.784","5.402","4.762","12.03%"
"10/01/2009","4.788","5.109","5.202","4.788","-6.56%"
"09/01/2009","5.124","4.593","5.124","4.591","11.54%"
"08/01/2009","4.594","4.521","4.599","4.122","1.37%"
"07/01/2009","4.532","4.910","4.910","4.391","-8.54%"
"06/01/2009","4.955","4.592","5.040","4.592","7.39%"
"05/01/2009","4.614","4.707","4.795","4.364","4.98%"
"04/01/2009","4.395","4.570","4.876","4.352","-4.27%"
"03/01/2009","4.591","3.908","4.863","3.641","17.87%"
"02/01/2009","3.895","4.967","5.023","3.894","-22.61%"
